coddept,codmpio,codpoblado,department,municipio,refined_name_key
,,,,Apartadï¿_,apartadï¿_
,,,,Apia,apia
,,,,Arauca,arauca
,,,,Arboledas,arboledas
,,,,Argelia,argelia
,,,,Ariguani-El Dificil,ariguanï¿_
,,,,Armenia,armenia
,,,,Astrea,astrea
,,,,Ataco,ataco
,,,,Balboa,balboa
,,,,Baranoa,baranoa
,,,,Barbosa,barbosa
,,,,Barrancabermeja,barrancabermeja
,,,,Barranquilla,barranquilla
,,,,Becerril,becerril
,,,,Bello,bello
,,,,Betania,betania
,,,,Betulia,betulia
,,,,Bogotï¿_ D.C.,bogotï¿_ d.c.
,,,,Bolï¿_var,bolï¿_var
,,,,Bucaramanga,bucaramanga
,,,,Buenaventura,buenaventura
,,,,Buenos Aires,buenos aires
,,,,Cï¿_ceres,cï¿_ceres
,,,,Caicedo,caicedo
,,,,Cajibio,cajibio
,,,,Caldono,caldono
,,,,Cali,cali
,,,,Caloto,caloto
,,,,Cï¿_queza,cï¿_queza
,,,,Carepa,carepa
,,,,Carmen de Viboral,carmen de viboral
,,,,Cartago,cartago
,,,,Cerrito,cerrito
,,,,Chalï¿_n,chalï¿_n
,,,,Chaparral,chaparral
,,,,Chigorodï¿_,chigorodï¿_
,,,,Chitaga,chitaga
,,,,Chivolo,chivolo
,,,,Choachi,choachi
,,,,Cienaga,cienaga
,,,,Cisneros,cisneros
,,,,Cocornï¿_,cocornï¿_
,,,,Coloso,coloso
,,,,Convenciï¿_n,convenciï¿_n
,,,,Cï¿_rdoba,cï¿_rdoba
,,,,Corinto,corinto
,,,,Corozal,corozal
,,,,Coyaima,coyaima
,,,,Cubarï¿_,cubarï¿_
,,,,Cï¿_cuta,cï¿_cuta
,,,,Cunday,cunday
,,,,Dabeiba,dabeiba
,,,,Dagua,dagua
,,,,Dibulla,dibulla
,,,,Don Matï¿_as,don matï¿_as
,,,,El Carmen de Bolï¿_var,el carmen de bolï¿_var
,,,,El Castillo,el castillo
,,,,El Cerrito,el cerrito
,,,,El Copey,el copey
,,,,El Doncello,el doncello
,,,,El Dorado,el dorado
,,,,El Paso,el paso
,,,,El Playï¿_n,el playï¿_n
,,,,El Tarra,el tarra
,,,,El Zulia,el zulia
,,,,Enciso,enciso
,,,,Envigado,envigado
,,,,Estado de Apure-Pï¿_ez,estado apure
,,,,Exterior,exterior
,,,,Facatativa,facatativa
,,,,Florencia,florencia
,,,,Floridablanca,floridablanca
,,,,Fortul,fortul
,,,,Frontino,frontino
,,,,Galeras,galeras
,,,,Granada,granada
,,,,Guaca,guaca
,,,,Guadalupe,guadalupe
,,,,Guamo,guamo
,,,,Guarne,guarne
,,,,Guatica,guatica
,,,,Guicï¿_n,guicï¿_n
,,,,Hacari,hacari
,,,,Hato Corozal,hato corozal
,,,,Ibague,ibague
,,,,Icononzo,icononzo
,,,,La Dorada,la dorada
,,,,La Esperanza,la esperanza
,,,,La Estrella,la estrella
,,,,La Jagua de Ibï¿_rico,la jagua de ibï¿_rico
,,,,La Paz,la paz
,,,,La Playa,la playa
,,,,La Vega,la vega
,,,,Lebrija,lebrija
,,,,Los Cï¿_rdobas,los cï¿_rdobas
,,,,Los Palmitos,los palmitos
,,,,Majagual,majagual
,,,,Manaure,manaure
,,,,Matanza,matanza
,,,,Medellï¿_n,medellï¿_n
,,,,Mercaderes,mercaderes
,,,,Mesetas,mesetas
,,,,Monterï¿_a,monterï¿_a
,,,,Morroa,morroa
,,,,Mutatï¿_,mutatï¿_
,,,,Necoclï¿_,necoclï¿_
,,,,Neiva,neiva
,,,,Ocaï¿_a,ocaï¿_a
,,,,Olaya Herrera,olaya herrera
,,,,Ortega,ortega
,,,,Ovejas,ovejas
,,,,Pacora,pacora
,,,,Pailitas,pailitas
,,,,Palmira,palmira
,,,,Pelaya,pelaya
,,,,Peï¿_ol,peï¿_ol
,,,,Peque,peque
,,,,Piedecuesta,piedecuesta
,,,,Pinillos,pinillos
,,,,Pivijay,pivijay
,,,,Planadas,planadas
,,,,Planeta Rica,planeta rica
,,,,Popayï¿_n,popayï¿_n
,,,,Prado,prado
,,,,Provincia del Dari_n,provincia del dari_n
,,,,Puerto Asï¿_s,puerto asï¿_s
,,,,Puerto Boyacï¿_,puerto boyacï¿_
,,,,Puerto Colombia,puerto colombia
,,,,Puerto Gaitï¿_n,puerto gaitï¿_n
,,,,Puerto Nare,puerto nare
,,,,Puerto Rico,puerto rico
,,,,Puerto Rondï¿_n,puerto rondï¿_n
,,,,Puerto Wilches,puerto wilches
,,,,Quipile,quipile
,,,,Remedios,remedios
,,,,Restrepo,restrepo
,,,,Retiro,retiro
,,,,Rï¿_o de Oro,rï¿_o de oro
,,,,Rioblanco,rioblanco
,,,,Riohacha,riohacha
,,,,Rionegro,rionegro
,,,,Riosucio,riosucio
,,,,Sabana de Torres,sabana de torres
,,,,Salgar,salgar
,,,,Sampues,sampues
,,,,San Alberto,san alberto
,,,,San Andr_s de Sotavento,san andr_s de sotavento
,,,,San Carlos,san carlos
,,,,San Carlos de Guaroa,san carlos de guaroa
,,,,San Francisco,san francisco
,,,,San Luis,san luis
,,,,San Marcos,san marcos
,,,,San Martï¿_n,san martï¿_n
,,,,San Martï¿_n ,san martï¿_n
,,,,San Onofre,san onofre
,,,,San Pablo,san pablo
,,,,San Pedro de los Milagros,san pedro de los milagros
,,,,San Pedro de Urabï¿_,san pedro de urabï¿_
,,,,San Roque,san roque
,,,,San Vicente de Chucuri,san vicente de chucuri
,,,,Santa Marta,santa marta
,,,,Santa Rosa de Cabal,santa rosa de cabal
,,,,Santa Rosa de Osos,santa rosa de osos
,,,,Santiago,santiago
,,,,Santiago de Tolï¿_,santiago de tolï¿_
,,,,Santo Domingo,santo domingo
,,,,Santuario,santuario
,,,,Saravena,saravena
,,,,Sardinata,sardinata
,,,,Segovia,segovia
,,,,Simacota,simacota
,,,,Simitï¿_,simitï¿_
,,,,Sincelejo,sincelejo
,,,,Sitio Nuevo,sitio nuevo
,,,,Socotï¿_,socotï¿_
,,,,Sotarï¿_,sotarï¿_
,,,,Tado,tado
,,,,Tame,tame
,,,,Tï¿_mesis,tï¿_mesis
,,,,Teorama,teorama
,,,,Tibï¿_,tibï¿_
,,,,Tierralta,tierralta
,,,,Titiribï¿_,titiribï¿_
,,,,Toluviejo,toluviejo
,,,,Tona,tona
,,,,Turbo,turbo
,,,,Urrao,urrao
,,,,Valdivia,valdivia
,,,,Valencia,valencia
,,,,Valledupar,valledupar
,,,,Valledupar ,valledupar
,,,,Valparaiso,valparaiso
,,,,Vegachï¿_,vegachï¿_
,,,,Villa de Leyva,villa de leyva
,,,,Villa del Rosario,villa del rosario
,,,,Villavicencio,villavicencio
,,,,Yalï¿_,yalï¿_
,,,,Yolombï¿_,yolombï¿_
,,,,Yondï¿_,yondï¿_
,,,,Yopal,yopal
,,,,Yumbo,yumbo
,,,,Zapatoca,zapatoca
,,,,Abrego,abrego
,,,,Abriaquï¿_,abriaquï¿_
,,,,Achï¿_,achï¿_
,,,,Aguachica,aguachica
,,,,Aguadas,aguadas
,,,,Agustï¿_n Codazzi,agustï¿_n codazzi
,,,,Amalfi,amalfi
,,,,Andes,andes
,,,,Antioquia,antioquia
,,,,Anzï¿_,anzï¿_
,,,,Apartadï¿_,apartadï¿_
,,,,Aracataca,aracataca
,,,,Arauca,arauca
,,,,Arauquita,arauquita
,,,,Arboledas,arboledas
,,,,Argelia,argelia
,,,,Ariguanï¿_,ariguanï¿_
,,,,Arjona,arjona
,,,,Ataco,ataco
,,,,Barbosa,barbosa
,,,,Barrancabermeja,barrancabermeja
,,,,Barranquilla,barranquilla
,,,,Becerril,becerril
,,,,Bel_n de los Andaquï¿_es,bel_n de los andaquï¿_es
,,,,Bel_n de Umbrï¿_a,bel_n de umbrï¿_a
,,,,Bello,bello
,,,,Bogotï¿_ D.C.,bogotï¿_ d.c.
,,,,Bolï¿_var,bolï¿_var
,,,,Bosconia,bosconia
,,,,Cï¿_ceres,cï¿_ceres
,,,,Cali,cali
,,,,Caloto,caloto
,,,,Caï¿_asgordas ,caï¿_asgordas
,,,,Cï¿_queza,cï¿_queza
,,,,Carepa,carepa
,,,,Carmen de Viboral,carmen de viboral
,,,,Cartagena,cartagena
,,,,Cartago,cartago
,,,,Caucasia,caucasia
,,,,Cerro San Antonio,cerro de san antonio
,,,,Chalï¿_n,chalï¿_n
,,,,Chaparral,chaparral
,,,,Chigorodï¿_,chigorodï¿_
,,,,Chiriguanï¿_,chiriguanï¿_
,,,,Chitaga,chitaga
,,,,Cienaga,cienaga
,,,,Coloso,coloso
,,,,Corinto,corinto
,,,,Coyaima,coyaima
,,,,Cï¿_cuta,cï¿_cuta
,,,,Cucutilla,cucutilla
,,,,Curumanï¿_,curumanï¿_
,,,,Dabeiba,dabeiba
,,,,El Banco,el banco
,,,,El Carmen,el carmen
,,,,El Carmen de Bolï¿_var,el carmen de bolï¿_var
,,,,El Castillo,el castillo
,,,,El Copey,el copey
,,,,El Guamo,el guamo
,,,,El Paso,el paso
,,,,El Playï¿_n,el playï¿_n
,,,,El Tambo,el tambo
,,,,El Tarra,el tarra
,,,,El Zulia,el zulia
,,,,Exterior,exterior
,,,,Flandes,flandes
,,,,Florencia,florencia
,,,,Florida ,florida
,,,,Fonseca,fonseca
,,,,Fortul,fortul
,,,,Frontino,frontino
,,,,Fundaciï¿_n,fundaciï¿_n
,,,,Girardot ,girardot
,,,,Granada,granada
,,,,Guadalupe,guadalupe
,,,,Hato Corozal,hato corozal
,,,,Hispania,hispania
,,,,Ibague,ibague
,,,,Itagï¿_ï¿_,itagï¿_ï¿_
,,,,Ituango,ituango
,,,,Jambalï¿_,jambalï¿_
,,,,Jamundï¿_,jamundï¿_
,,,,La Estrella,la estrella
,,,,La Gloria,la gloria
,,,,La Jagua de Ibï¿_rico,la jagua de ibï¿_rico
,,,,La Montaï¿_ita,la montaï¿_ita
,,,,La Paz (Robles),la paz (robles)
,,,,La Sierra,la sierra
,,,,La Uniï¿_n,la uniï¿_n
,,,,Los Palmitos,los palmitos
,,,,Luruaco,luruaco
,,,,Maceo,maceo
,,,,Magangu_,magangu_
,,,,Majagual,majagual
,,,,Malambo,malambo
,,,,Manaure,manaure
,,,,Manizales,manizales
,,,,Matanza,matanza
,,,,Medellï¿_n,medellï¿_n
,,,,Medina,medina
,,,,Melgar,melgar
,,,,Milï¿_n,milï¿_n
,,,,Miraflores,miraflores
,,,,Mistratï¿_,mistratï¿_
,,,,Montebello,montebello
,,,,Monterï¿_a,monterï¿_a
,,,,Morales,morales
,,,,Mutatï¿_,mutatï¿_
,,,,Nariï¿_o,nariï¿_o
,,,,Necoclï¿_,necoclï¿_
,,,,Ocaï¿_a,ocaï¿_a
,,,,Olaya,olaya
,,,,Orito,orito
,,,,Ortega,ortega
,,,,Ovejas,ovejas
,,,,Padilla,padilla
,,,,Pailitas,pailitas
,,,,Palmira,palmira
,,,,Patia (El Bordo),patia (el bordo)
,,,,Pelaya,pelaya
,,,,Pesca,pesca
,,,,Piedecuesta,piedecuesta
,,,,Piendamï¿_,piendamï¿_
,,,,Planadas,planadas
,,,,Plato,plato
,,,,Policarpa,policarpa
,,,,Pueblorrico,pueblo rico
,,,,Puerto Asï¿_s,puerto asï¿_s
,,,,Puerto Concordia,puerto concordia
,,,,Puerto Libertador,puerto libertador
,,,,Puerto Rico,puerto rico
,,,,Puerto Rondï¿_n,puerto rondï¿_n
,,,,Puerto Wilches,puerto wilches
,,,,Quipile,quipile
,,,,Recetor,recetor
,,,,Remedios,remedios
,,,,Rï¿_o de Oro,rï¿_o de oro
,,,,Rï¿_o Viejo,rï¿_o viejo
,,,,Rioblanco,rioblanco
,,,,Rionegro,rionegro
,,,,Riosucio,riosucio
,,,,Sabana de Torres,sabana de torres
,,,,Sabanalarga,sabanalarga
,,,,Salazar,salazar
,,,,Saldaï¿_a,saldaï¿_a
,,,,Salgar,salgar
,,,,Samanï¿_,samanï¿_
,,,,Samaniego,samaniego
,,,,Sampues,sampues
,,,,San Alberto,san alberto
,,,,San Andr_s de Sotavento,san andr_s de sotavento
,,,,San Bernardo del Viento,san bernardo del viento
,,,,San Calixto,san calixto
,,,,San Carlos,san carlos
,,,,San Francisco,san francisco
,,,,San Jacinto,san jacinto
,,,,San Juan Nepomuceno,san juan nepomuceno
,,,,San Martï¿_n,san martï¿_n
,,,,San Onofre,san onofre
,,,,San Roque,san roque
,,,,San Vicente,san vicente
,,,,San Vicente de Chucuri,san vicente de chucuri
,,,,San Vicente del Caguï¿_n,san vicente del caguï¿_n
,,,,Santa Isabel,santa isabel
,,,,Santa Marta,santa marta
,,,,Santiago de Tolï¿_,santiago de tolï¿_
,,,,Santo Domingo,santo domingo
,,,,Santuario,santuario
,,,,Saravena,saravena
,,,,Segovia,segovia
,,,,Simitï¿_,simitï¿_
,,,,Sincelejo,sincelejo
,,,,Socha,socha
,,,,Solano,solano
,,,,Soledad,soledad
,,,,Sonsï¿_n,sonsï¿_n
,,,,Suarez,suarez
,,,,Sucre,sucre
,,,,Tado,tado
,,,,Tamalameque,tamalameque
,,,,Tame,tame
,,,,Tame  ,tame
,,,,Tarazï¿_,tarazï¿_
,,,,Tauramena,tauramena
,,,,Tenerife,tenerife
,,,,Teruel,teruel
,,,,Tibï¿_,tibï¿_
,,,,Tierralta,tierralta
,,,,Toluviejo,toluviejo
,,,,Toribï¿_o,toribï¿_o
,,,,Trinidad y San Luis de Palenque,trinidad y san luis de palenque
,,,,Tuluï¿_,tuluï¿_
,,,,Tï¿_querres,tï¿_querres
,,,,Turbo,turbo
,,,,Unguï¿_a,unguï¿_a
,,,,Uramita,uramita
,,,,Uribe,uribe
,,,,Urrao,urrao
,,,,Valdivia,valdivia
,,,,Valle Guamuez-La Hormiga,valle guamuez-la hormiga
,,,,Valledupar,valledupar
,,,,Valparaiso,valparaiso
,,,,Vegachï¿_,vegachï¿_
,,,,Venecia,venecia
,,,,Villa del Rosario,villa del rosario
,,,,Villavicencio,villavicencio
,,,,Viotï¿_,viotï¿_
,,,,Yalï¿_,yalï¿_
,,,,Yolombï¿_,yolombï¿_
,,,,Yondï¿_,yondï¿_
,,,,Yotoco,yotoco
,,,,Yumbo,yumbo
,,,,Zambrano,zambrano
,,,,Zapatoca,zapatoca
,,,,Zaragoza,zaragoza
,,,,Abrego,abrego
,,,,Acacï¿_as,acacï¿_as
,,,,Acandï¿_,acandï¿_
,,,,Acevedo,acevedo
,,,,Achï¿_,achï¿_
,,,,Aguachica,aguachica
,,,,Agustï¿_n Codazzi,agustï¿_n codazzi
,,,,Algeciras,algeciras
,,,,Alvarado,alvarado
,,,,Amalfi,amalfi
,,,,Andes,andes
,,,,Angostura,angostura
,,,,Anorï¿_,anorï¿_
,,,,Antioquia,antioquia
,,,,Anzï¿_,anzï¿_
,,,,Apartadï¿_,apartadï¿_
,,,,Aracataca,aracataca
,,,,Arauca,arauca
,,,,Arauquita,arauquita
,,,,Argelia,argelia
,,,,Ariguanï¿_,ariguanï¿_
,,,,Armero,armero guayabal
,,,,Ataco,ataco
,,,,Balboa,balboa
,,,,Barbosa,barbosa
,,,,Barrancabermeja,barrancabermeja
,,,,Barrancas,barrancas
,,,,Barranquilla,barranquilla
,,,,Becerril,becerril
,,,,Bello,bello
,,,,Betania,betania
,,,,Betulia,betulia
,,,,Bogotï¿_ D.C.,bogotï¿_ d.c.
,,,,Bojayï¿_,bojayï¿_
,,,,Bolï¿_var,bolï¿_var
,,,,Bolï¿_var ,bolï¿_var
,,,,Bosconia,bosconia
,,,,Bucaramanga,bucaramanga
,,,,Buenavista,buenavista
,,,,Buga,buga
,,,,Cï¿_ceres,cï¿_ceres
,,,,Caicedo,caicedo
,,,,Cajibio,cajibio
,,,,Calamar,calamar
,,,,Caldas,caldas
,,,,Caldono,caldono
,,,,Cali,cali
,,,,Caï¿_asgordas ,caï¿_asgordas
,,,,Carepa,carepa
,,,,Carmen de Viboral,carmen de viboral
,,,,Cartagena,cartagena
,,,,Chalï¿_n,chalï¿_n
,,,,Chigorodï¿_,chigorodï¿_
,,,,Chinchinï¿_,chinchinï¿_
,,,,Chiriguanï¿_,chiriguanï¿_
,,,,Chitaga,chitaga
,,,,Chivolo,chivolo
,,,,Cicuco,cicuco
,,,,Cienaga,cienaga
,,,,Ci_naga de Oro,ci_naga de oro
,,,,Cisneros,cisneros
,,,,Coloso,coloso
,,,,Concepciï¿_n,concepciï¿_n
,,,,Concordia,concordia
,,,,Confines,confines
,,,,Cï¿_rdoba,cï¿_rdoba
,,,,Corinto,corinto
,,,,Corozal,corozal
,,,,Coyaima,coyaima
,,,,Cï¿_cuta,cï¿_cuta
,,,,Cumaral,cumaral
,,,,Curillo,curillo
,,,,Curumanï¿_,curumanï¿_
,,,,Dabeiba,dabeiba
,,,,Dagua,dagua
,,,,El Bagre,el bagre
,,,,El Banco,el banco
,,,,El Calvario,el calvario
,,,,El Carmen,el carmen
,,,,El Carmen de Atrato,el carmen de atrato
,,,,El Carmen de Bolï¿_var,el carmen de bolï¿_var
,,,,El Castillo,el castillo
,,,,El Copey,el copey
,,,,El Doncello,el doncello
,,,,El Paso,el paso
,,,,El Peï¿_ï¿_n,el peï¿_ï¿_n
,,,,El Playï¿_n,el playï¿_n
,,,,El Tambo,el tambo
,,,,El Zulia,el zulia
,,,,Exterior,exterior
,,,,Flandes,flandes
,,,,Fortul,fortul
,,,,Fredonia,fredonia
,,,,Frontino,frontino
,,,,Fundaciï¿_n,fundaciï¿_n
,,,,Gï¿_chala,gachalï¿_
,,,,Giraldo,giraldo
,,,,Girardota,girardota
,,,,Girï¿_n,girï¿_n
,,,,Granada,granada
,,,,Guacamayas,guacamayas
,,,,Guachucal,guachucal
,,,,Guadalupe,guadalupe
,,,,Guaranda,guaranda
,,,,Guarne,guarne
,,,,Guatap_,guatap_
,,,,Guatica,guatica
,,,,Hato Corozal,hato corozal
,,,,Hispania,hispania
,,,,Ibagu_,ibague
,,,,Ituango,ituango
,,,,Jamundï¿_,jamundï¿_
,,,,La Ceja,la ceja
,,,,La Gloria,la gloria
,,,,La Jagua de Ibï¿_rico,la jagua de ibï¿_rico
,,,,La Paz (Robles),la paz (robles)
,,,,La Pintada,la pintada
,,,,La Plata,la plata
,,,,La Sierra,la sierra
,,,,La Uniï¿_n,la uniï¿_n
,,,,Lebrija,lebrija
,,,,Lï¿_bano,lï¿_bano
,,,,Liborina,liborina
,,,,Los Palmitos,los palmitos
,,,,Maceo,maceo
,,,,Magangu_,magangu_
,,,,Mahates,mahates
,,,,Maicao,maicao
,,,,Majagual,majagual
,,,,Malambo,malambo
,,,,Mapiripï¿_n,mapiripï¿_n
,,,,Maracaibo,maracaibo
,,,,Marï¿_a La Baja,marï¿_a la baja
,,,,Marinilla,marinilla
,,,,Medellï¿_n,medellï¿_n
,,,,Medina,medina
,,,,Milï¿_n,milï¿_n
,,,,Miraflores,miraflores
,,,,Mompos,mompos
,,,,Mongua,mongua
,,,,Montecristo,montecristo
,,,,Monterï¿_a,monterï¿_a
,,,,Morroa,morroa
,,,,Murindï¿_,murindï¿_
,,,,Mutatï¿_,mutatï¿_
,,,,Nariï¿_o,nariï¿_o
,,,,Natagaima,natagaima
,,,,Neiva,neiva
,,,,Nunchia,nunchia
,,,,Ocaï¿_a,ocaï¿_a
,,,,Ovejas,ovejas
,,,,Pailitas,pailitas
,,,,Panamï¿_,panamï¿_
,,,,Paratebueno,paratebueno
,,,,Patï¿_a (El Bordo),patia (el bordo)
,,,,Paz de Ariporo,paz de ariporo
,,,,Pelaya,pelaya
,,,,Peï¿_ol,peï¿_ol
,,,,Peque,peque
,,,,Pereira,pereira
,,,,Pivijay,pivijay
,,,,Planeta Rica,planeta rica
,,,,Pore,pore
,,,,Pueblo Rico,pueblo rico
,,,,Pueblorrico,pueblo rico
,,,,Puerto Asï¿_s,puerto asï¿_s
,,,,Puerto Caicedo,puerto caicedo
,,,,Puerto Concordia,puerto concordia
,,,,Puerto Libertador,puerto libertador
,,,,Puerto Lleras,puerto lleras
,,,,Puerto Rico,puerto rico
,,,,Puerto Rondï¿_n,puerto rondï¿_n
,,,,Puerto Santander,puerto santander
,,,,Puerto Wilches,puerto wilches
,,,,Purï¿_sima,purï¿_sima
,,,,Quibdï¿_,quibdï¿_
,,,,Quinchia,quinchia
,,,,Regidor,regidor
,,,,Remedios,remedios
,,,,Rï¿_o de Oro,rï¿_o de oro
,,,,Rï¿_o Viejo,rï¿_o viejo
,,,,Rioblanco,rioblanco
,,,,Rionegro,rionegro
,,,,Riosucio,riosucio
,,,,Risaralda,risaralda
,,,,Rovira,rovira
,,,,Sabana de Torres,sabana de torres
,,,,Sahagï¿_n,sahagï¿_n
,,,,Salazar,salazar
,,,,Salgar,salgar
,,,,Sampues,sampues
,,,,San Alberto,san alberto
,,,,San Andr_s de Cuerquia,san andr_s de cuerquia
,,,,San Andr_s de Sotavento,san andr_s de sotavento
,,,,San Antonio,san antonio
,,,,San Benito Abad,san benito abad
,,,,San Calixto,san calixto
,,,,San Carlos,san carlos
,,,,San Diego,san diego
,,,,San Francisco,san francisco
,,,,San Jacinto,san jacinto
,,,,San Jerï¿_nimo,san jerï¿_nimo
,,,,San Jos_ del Guaviare,san jos_ del guaviare
,,,,San Juan de Betulia,san juan de betulia
,,,,San Juan de Cesar,san juan de cesar
,,,,San Juan de Rï¿_o Seco,san juan de rï¿_o seco
,,,,San Juan Nepomuceno,san juan nepomuceno
,,,,San Juanito,san juanito
,,,,San Luis,san luis
,,,,San Luis de Gaceno,san luis de gaceno
,,,,San Martï¿_n,san martï¿_n
,,,,San Onofre,san onofre
,,,,San Pablo,san pablo
,,,,San Pedro,san pedro
,,,,San Pedro de los Milagros,san pedro de los milagros
,,,,San Rafael,san rafael
,,,,San Roque,san roque
,,,,San Vicente de Chucuri,san vicente de chucuri
,,,,San Vicente del Caguï¿_n,san vicente del caguï¿_n
,,,,Santa Ana,santa ana
,,,,Santa Bï¿_rbara,santa bï¿_rbara
,,,,Santa Marta,santa marta
,,,,Santa Rosa de Osos,santa rosa de osos
,,,,Santander de Quilichao,santander de quilichao
,,,,Santiago de Tolï¿_,santiago de tolï¿_
,,,,Santo Domingo,santo domingo
,,,,Saravena,saravena
,,,,Sardinata,sardinata
,,,,Segovia,segovia
,,,,Silvia,silvia
,,,,Simitï¿_,simitï¿_
,,,,Sinc_,sinc_
,,,,Sincelejo,sincelejo
,,,,Socorro,socorro
,,,,Socotï¿_,socotï¿_
,,,,Sucre,sucre
,,,,Tame,tame
,,,,Tarazï¿_,tarazï¿_
,,,,Tarso,tarso
,,,,Tauramena,tauramena
,,,,Tenerife,tenerife
,,,,Tenjo,tenjo
,,,,Teorama,teorama
,,,,Tibï¿_,tibï¿_
,,,,Tierralta,tierralta
,,,,Tiquisio,tiquisio
,,,,Toledo,toledo
,,,,Toluviejo,toluviejo
,,,,Toribï¿_o,toribï¿_o
,,,,Turbo,turbo
,,,,Urrao,urrao
,,,,Valdivia,valdivia
,,,,Valledupar,valledupar
,,,,Vegachï¿_,vegachï¿_
,,,,Vigï¿_a del Fuerte,vigï¿_a del fuerte
,,,,Yalï¿_,yalï¿_
,,,,Yarumal,yarumal
,,,,Yolombï¿_,yolombï¿_
,,,,Yondï¿_,yondï¿_
,,,,Zapatoca,zapatoca
,,,,Achï¿_,achï¿_
,,,,Agua de Dios,agua de dios
,,,,Agustï¿_n Codazzi,agustï¿_n codazzi
,,,,Alejandrï¿_a,alejandrï¿_a
,,,,Alto Baudï¿_,alto baudï¿_
,,,,Andes,andes
,,,,Angelï¿_polis,angelï¿_polis
,,,,Anorï¿_,anorï¿_
,,,,Anserma,anserma
,,,,Antioquia,antioquia
,,,,Anzï¿_,anzï¿_
,,,,Apartadï¿_,apartadï¿_
,,,,Aracataca,aracataca
,,,,Arauca,arauca
,,,,Argelia,argelia
,,,,Astrea,astrea
,,,,Bagadï¿_,bagadï¿_
,,,,Barbosa,barbosa
,,,,Barrancabermeja,barrancabermeja
,,,,Barrancas,barrancas
,,,,Barranco de Loba,barranco de loba
,,,,Barranquilla,barranquilla
,,,,Becerril,becerril
,,,,Bello,bello
,,,,Belmira,belmira
,,,,Betulia,betulia
,,,,Bogotï¿_ D.C.,bogotï¿_ d.c.
,,,,Bolï¿_var,bolï¿_var
,,,,Bosconia,bosconia
,,,,Bucaramanga,bucaramanga
,,,,Bugalagrande,bugalagrande
,,,,Cachira,cachira
,,,,Cajamarca,cajamarca
,,,,Cajibio,cajibio
,,,,Calamar,calamar
,,,,Caldono,caldono
,,,,Cali,cali
,,,,Caloto,caloto
,,,,Caracolï¿_,caracolï¿_
,,,,Carmen de Viboral,carmen de viboral
,,,,Cartagena,cartagena
,,,,Cartagena ,cartagena
,,,,Caucasia,caucasia
,,,,Cerrito,cerrito
,,,,Chaparral,chaparral
,,,,Chigorodï¿_,chigorodï¿_
,,,,Chinï¿_,chinï¿_
,,,,Chiriguanï¿_,chiriguanï¿_
,,,,Chitaga,chitaga
,,,,Chivolo,chivolo
,,,,Cienaga,cienaga
,,,,Ci_naga de Oro,ci_naga de oro
,,,,Cocornï¿_,cocornï¿_
,,,,Coloso,coloso
,,,,Concepciï¿_n,concepciï¿_n
,,,,Confines,confines
,,,,Convenciï¿_n,convenciï¿_n
,,,,Cï¿_rdoba,cï¿_rdoba
,,,,Coyaima,coyaima
,,,,Cï¿_cuta,cï¿_cuta
,,,,Cunday,cunday
,,,,Curumanï¿_,curumanï¿_
,,,,Dabeiba,dabeiba
,,,,Ebejico,ebejico
,,,,El Bagre,el bagre
,,,,El Banco,el banco
,,,,El Carmen,el carmen
,,,,El Carmen de Atrato,el carmen de atrato
,,,,El Carmen de Bolï¿_var,el carmen de bolï¿_var
,,,,El Carmen de Chucurï¿_,el carmen de chucurï¿_
,,,,El Castillo,el castillo
,,,,El Copey,el copey
,,,,El Dorado,el dorado
,,,,El Paso,el paso
,,,,El Piï¿_ï¿_n,el piï¿_ï¿_n
,,,,El Playï¿_n,el playï¿_n
,,,,El Ret_n,el ret_n
,,,,El Rosario,el rosario
,,,,El Zulia,el zulia
,,,,Falan,falan
,,,,Florencia,florencia
,,,,Fonseca,fonseca
,,,,Fortul,fortul
,,,,Frontino,frontino
,,,,Fundaciï¿_n,fundaciï¿_n
,,,,Girardota,girardota
,,,,Gonzï¿_lez,gonzï¿_lez
,,,,Granada,granada
,,,,Guarne,guarne
,,,,Hispania,hispania
,,,,Icononzo ,icononzo
,,,,Jericï¿_,jericï¿_
,,,,La Calera,la calera
,,,,La Capilla,la capilla
,,,,La Ceja,la ceja
,,,,La Jagua de Ibï¿_rico,la jagua de ibï¿_rico
,,,,La Paz (Robles),la paz (robles)
,,,,La Sierra,la sierra
,,,,La Uniï¿_n,la uniï¿_n
,,,,Llorï¿_,llorï¿_
,,,,Los Palmitos,los palmitos
,,,,Magangu_,magangu_
,,,,Manaure,manaure
,,,,Marï¿_a La Baja,marï¿_a la baja
,,,,Medellï¿_n,medellï¿_n
,,,,Mesetas,mesetas
,,,,Mistratï¿_,mistratï¿_
,,,,Montebello,montebello
,,,,Montecristo,montecristo
,,,,MonteLï¿_bano,montelï¿_bano
,,,,Morelia,morelia
,,,,Morroa,morroa
,,,,Mutatï¿_,mutatï¿_
,,,,Nariï¿_o,nariï¿_o
,,,,Natagaima,natagaima
,,,,Ocaï¿_a,ocaï¿_a
,,,,Ortega,ortega
,,,,Ovejas,ovejas
,,,,Pailitas,pailitas
,,,,Pamplona,pamplona
,,,,Paratebueno,paratebueno
,,,,Patia (El Bordo),patia (el bordo)
,,,,Pedraza,pedraza
,,,,Pensilvania,pensilvania
,,,,Peque,peque
,,,,Pereira,pereira
,,,,Pivijay,pivijay
,,,,Planadas,planadas
